Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A758262,Juliett,9/13/2017 12:47,9/13/2017 12:47,7604 Bellflower Cv in Austin (TX),Owner Surrender,Sick,Cat,Spayed Female,3 years,Domestic Medium Hair Mix,Black Smoke
A758263,Ermie,9/13/2017 12:47,9/13/2017 12:47,7604 Bellflower Cv in Austin (TX),Owner Surrender,Sick,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Calico
A758264,*Sidney,9/13/2017 12:47,9/13/2017 12:47,7604 Bellflower Cv in Austin (TX),Owner Surrender,Sick,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue
A758261,Sean,9/13/2017 12:47,9/13/2017 12:47,7604 Bellflower Cv in Austin (TX),Owner Surrender,Sick,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby
A758151,Sock,9/13/2017 13:05,9/13/2017 13:05,Pflugerville (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix,White
A758267,Alice,9/13/2017 13:07,9/13/2017 13:07,7330 Bluff Springs Rd in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Doberman Pinsch,Chocolate/White
A758268,Tobias,9/13/2017 13:07,9/13/2017 13:07,7330 Bluff Springs Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Doberman Pinsch,Black/Brown
A758269,Lucky,9/13/2017 13:08,9/13/2017 13:08,Clifford Avenue And Martin Luther King Jr Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Cattle Dog Mix,Brown/White
A758270,,9/13/2017 13:21,9/13/2017 13:21,Rutland And North Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Cream
A758272,Manu,9/13/2017 13:31,9/13/2017 13:31,10 Love Grass in Sunset Valley (TX),Public Assist,Normal,Dog,Intact Male,5 months,German Shepherd Mix,Black/Tan
A758273,Cowboy,9/13/2017 13:31,9/13/2017 13:31,10 Love Grass in Sunset Valley (TX),Public Assist,Normal,Dog,Neutered Male,7 years,Labrador Retriever Mix,Tan/White
A758274,,9/13/2017 13:39,9/13/2017 13:39,8601 Vertex Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Labrador Retriever Mix,White/Black
A758278,Bow,9/13/2017 13:54,9/13/2017 13:54,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Tan/White
A758281,Luna,9/13/2017 13:59,9/13/2017 13:59,Somerset Ave in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,German Shepherd Mix,White/Black
A758282,Ember,9/13/2017 14:04,9/13/2017 14:04,5400 W Parmer Ln in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A758286,,9/13/2017 14:39,9/13/2017 14:39,1300 Begonia Terrace in Austin (TX),Stray,Injured,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A758294,*Darcie,9/13/2017 14:45,9/13/2017 14:45,7614 Providence Ave in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull,Brown Brindle/White
A758292,,9/13/2017 14:45,9/13/2017 14:45,7614 Providence Ave in Austin (TX),Stray,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Calico
A758284,Johnny,9/13/2017 15:03,9/13/2017 15:03,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A758287,,9/13/2017 15:17,9/13/2017 15:17,Piland Triangle And 812 in Del Valle (TX),Stray,Normal,Dog,Intact Female,2 months,Catahoula Mix,White/Tan
A758289,*Enchilada,9/13/2017 15:42,9/13/2017 15:42,127 Bolles Circle in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,American Shorthair Mix,Black
A758293,*Tostada,9/13/2017 15:42,9/13/2017 15:42,127 Bolles Circle in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,American Shorthair Mix,Blue Tabby
A758295,*Salsa,9/13/2017 15:42,9/13/2017 15:42,127 Bolles Circle in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,American Shorthair Mix,Brown Tabby/White
A758291,*Guacamole,9/13/2017 15:42,9/13/2017 15:42,127 Bolles Circle in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,American Shorthair Mix,Blue Tabby
A758290,,9/13/2017 15:47,9/13/2017 15:47,130 Ralph Ablanedo Dr in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Black
A758298,Jr,9/13/2017 16:04,9/13/2017 16:04,Springdale And 51St Street in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Brown
A751353,Sam,9/13/2017 16:06,9/13/2017 16:06,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,American Bulldog Mix,White/Brown
A728165,Zeke,9/13/2017 16:16,9/13/2017 16:16,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Rottweiler,Black
A758299,,9/13/2017 17:00,9/13/2017 17:00,1101 S Meadows in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Manchester Terrier Mix,Black/Brown
A758301,*Peaches,9/13/2017 17:09,9/13/2017 17:09,11701 Metric Blvd in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A758300,*Bunny,9/13/2017 17:10,9/13/2017 17:10,5940 Los Dios Place in Del Valle (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Torbie/White
A758303,Princess,9/13/2017 18:34,9/13/2017 18:34,Springdale And 51St Street in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Dachshund Mix,Black/Brown
A758302,Millie,9/13/2017 18:49,9/13/2017 18:49,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,7 years,English Shepherd Mix,Brown/Tan
A751386,Charlie,9/13/2017 19:02,9/13/2017 19:02,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Treeing Cur Mix,Brown Brindle
A692785,Oso,9/13/2017 19:03,9/13/2017 19:03,Springdale And 51St in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Pbgv Mix,Brown/Black
A758304,*Puffy,9/13/2017 19:18,9/13/2017 19:18,14401 Round Mountain Rd in Travis (TX),Stray,Injured,Dog,Intact Male,2 years,Dachshund/Beagle,White/Cream
A758307,*Hawking,9/14/2017 7:04,9/14/2017 7:04,Research & Oak Knoll in Austin (TX),Stray,Injured,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A665162,Diamond,9/14/2017 10:20,9/14/2017 10:20,1108 Kramer Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Pit Bull Mix,Blue/White
A758319,Valerie,9/14/2017 10:55,9/14/2017 10:55,5107 Glissman in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,Pekingese Mix,Brown
A758320,*Sophie,9/14/2017 11:08,9/14/2017 11:08,9218 Balcones Club in Austin (TX),Stray,Sick,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Blue Tabby
A758321,,9/14/2017 11:11,9/14/2017 11:11,8212 Bagby Dr in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black
A758322,*Cherub,9/14/2017 11:29,9/14/2017 11:29,Outside Jurisdiction,Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby
A758324,,9/14/2017 11:29,9/14/2017 11:29,Hogeye Road And Jones Road in Manor (TX),Stray,Normal,Dog,Intact Female,2 months,German Shepherd Mix,Black/Brown
A758323,,9/14/2017 11:29,9/14/2017 11:29,11804 Alpheus in Travis (TX),Stray,Normal,Cat,Intact Female,7 months,Domestic Shorthair Mix,Blue
A758325,,9/14/2017 11:52,9/14/2017 11:52,1109 Lily Terrace in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Opossum Mix,Gray
A758327,Jo Jo,9/14/2017 11:54,9/14/2017 11:54,Austin (TX),Owner Surrender,Normal,Other,Intact Male,5 months,Guinea Pig Mix,Chocolate/White
A758329,Trixie,9/14/2017 11:54,9/14/2017 11:54,Austin (TX),Owner Surrender,Normal,Other,Intact Female,5 months,Guinea Pig Mix,Black/White
A758330,Dixie,9/14/2017 11:54,9/14/2017 11:54,Austin (TX),Owner Surrender,Normal,Other,Intact Female,5 months,Guinea Pig Mix,White/Black
A758328,Snow,9/14/2017 11:54,9/14/2017 11:54,Austin (TX),Owner Surrender,Normal,Other,Intact Female,5 months,Guinea Pig Mix,White/White
A758326,,9/14/2017 11:56,9/14/2017 11:56,130Ralph Albanedo in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A758331,*Katia,9/14/2017 12:07,9/14/2017 12:07,Pflugerville (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,American Shorthair Mix,White/Blue
A758332,Khloe,9/14/2017 12:40,9/14/2017 12:40,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,8 months,Siberian Husky/Pit Bull,Brown/White
A758333,,9/14/2017 12:46,9/14/2017 12:46,Outside Jurisdiction,Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A758334,Lucky,9/14/2017 14:02,9/14/2017 14:02,12609 Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Black/White
A758337,Princess,9/14/2017 15:17,9/14/2017 15:17,Cameron Road And Highway 290 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Staffordshire Mix,White/Black
A758344,*Sweezer,9/14/2017 15:38,9/14/2017 15:38,Rundberg And Interstate 35 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,White/Chocolate
A739753,Justice,9/14/2017 15:40,9/14/2017 15:40,4312 South 1St Street in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A758339,Callie,9/14/2017 15:52,9/14/2017 15:52,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,6 years,American Shorthair Mix,Calico/White
A757829,*Phoenix,9/14/2017 16:04,9/14/2017 16:04,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,1 year,Catahoula Mix,Black/White
A758342,,9/14/2017 16:21,9/14/2017 16:21,5222 Burnet Rd in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A758340,,9/14/2017 16:21,9/14/2017 16:21,5222 Burnet Rd in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A743934,*Prospero,9/14/2017 17:01,9/14/2017 17:01,600 Barwood Park in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,White/Tan
A758345,,9/14/2017 17:12,9/14/2017 17:12,9500 Dallum in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Anatol Shepherd Mix,Brown Brindle/White
A710186,Elsa,9/14/2017 17:12,9/14/2017 17:12,9500 Dallum in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Staffordshire Mix,Blue/White
A758347,Rico,9/14/2017 17:47,9/14/2017 17:47,9205 Quail Cove in Austin (TX),Stray,Injured,Dog,Neutered Male,18 years,Chihuahua Shorthair Mix,Black/Tan
A755013,Pinta,9/14/2017 18:17,9/14/2017 18:17,Austin (TX),Public Assist,Other,Dog,Spayed Female,10 months,Chihuahua Shorthair/Jack Russell Terrier,White/Tricolor
A755012,Annie,9/14/2017 18:17,9/14/2017 18:17,Austin (TX),Public Assist,Other,Dog,Spayed Female,7 years,Chihuahua Shorthair/Jack Russell Terrier,White/Tricolor
A758350,Luna,9/14/2017 18:38,9/14/2017 18:38,Austin (TX),Public Assist,Other,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White
A650822,Kevin,9/14/2017 19:14,9/14/2017 19:14,5Th And San Saba in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Pembroke Welsh Corgi Mix,Sable/White
A758352,Alice,9/14/2017 19:17,9/14/2017 19:17,Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Dalmatian Mix,White/Black
A758351,,9/14/2017 21:15,9/14/2017 21:15,4425 Red River St in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A758353,*Bear,9/15/2017 7:28,9/15/2017 7:28,5803 S 1St in Austin (TX),Stray,Normal,Cat,Neutered Male,3 weeks,Domestic Medium Hair Mix,Black/White
A758354,*Tobie,9/15/2017 7:28,9/15/2017 7:28,5803 S 1St in Austin (TX),Stray,Normal,Cat,Neutered Male,3 weeks,Domestic Medium Hair Mix,Black/White
A758355,*Manny,9/15/2017 7:28,9/15/2017 7:28,5803 S 1St in Austin (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Medium Hair Mix,Black/White
A758356,*Minnie,9/15/2017 7:28,9/15/2017 7:28,5803 S 1St in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Medium Hair Mix,Tortie
A749050,Andy,9/15/2017 9:24,9/15/2017 9:24,Travis (TX),Stray,Normal,Dog,Intact Male,8 months,Shih Tzu/Miniature Poodle,Cream/White
A758357,Chico,9/15/2017 10:32,9/15/2017 10:32,6612 Johnny Morris in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A758358,,9/15/2017 10:38,9/15/2017 10:38,1700 Webberville Road in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Pit Bull Mix,Blue/White
A752056,Ryder,9/15/2017 11:02,9/15/2017 11:02,Austin (TX),Owner Surrender,Sick,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A758346,Miso,9/15/2017 11:08,9/15/2017 11:08,Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Pointer Mix,Liver/White
A593827,Momo,9/15/2017 11:08,9/15/2017 11:08,Austin (TX),Public Assist,Normal,Dog,Spayed Female,6 years,Labrador Retriever/Pointer,Black/White
A758359,*Whiskey,9/15/2017 11:12,9/15/2017 11:12,1600 Grove in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,American Bulldog Mix,White/Black
A664555,Ryder,9/15/2017 11:46,9/15/2017 11:46,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Chinese Sharpei/Border Collie,Black/White
A749284,Rocky,9/15/2017 12:00,9/15/2017 12:00,Austin (TX),Public Assist,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Cream Tabby
A758364,Elsa,9/15/2017 12:03,9/15/2017 12:03,Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Jack Russell Terrier/Rat Terrier,Tan/White
A758363,Princess,9/15/2017 12:03,9/15/2017 12:03,Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Jack Russell Terrier/Rat Terrier,Tan/White
A758365,Milo,9/15/2017 12:08,9/15/2017 12:08,6700 Ed Bluestein Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/Brown
A758367,Chase,9/15/2017 12:15,9/15/2017 12:15,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,9 months,Siberian Husky,Black/Gray
A758366,*Sweet Pea,9/15/2017 12:21,9/15/2017 12:21,2516 Glen Springs Way in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Boxer Mix,Brown
A758370,,9/15/2017 12:26,9/15/2017 12:26,Lonestasr Ranch Road And Falcon Point Blvd in Pflugerville (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White
A758369,*Etta,9/15/2017 12:30,9/15/2017 12:30,2000 Cedar Bend Drive in Austin (TX),Public Assist,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White
A758374,*Peche,9/15/2017 12:30,9/15/2017 12:30,2000 Cedar Bend Drive in Austin (TX),Public Assist,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Orange Tabby
A758375,,9/15/2017 12:32,9/15/2017 12:32,Trinity And West 6Th Street in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A758380,,9/15/2017 12:32,9/15/2017 12:32,Trinity And West 6Th Street in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie
A758381,,9/15/2017 12:32,9/15/2017 12:32,Trinity And West 6Th Street in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A758382,,9/15/2017 12:32,9/15/2017 12:32,Trinity And West 6Th Street in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A758383,,9/15/2017 12:32,9/15/2017 12:32,Trinity And West 6Th Street in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie
A758384,*Indiana,9/15/2017 12:32,9/15/2017 12:32,Trinity And West 6Th Street in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A758368,,9/15/2017 12:36,9/15/2017 12:36,701 W Riverside in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A758385,,9/15/2017 13:09,9/15/2017 13:09,Sheraton And Battle Bend in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A758386,*Jericho,9/15/2017 13:35,9/15/2017 13:35,9810 North Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Afghan Hound/Labrador Retriever,Black
A693282,Sampson,9/15/2017 14:08,9/15/2017 14:08,1311 South Meadows Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Staffordshire Mix,Chocolate
A693283,Maximus,9/15/2017 14:08,9/15/2017 14:08,1311 South Meadows Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Pit Bull Mix,Tan/White
A758387,,9/15/2017 14:11,9/15/2017 14:11,7800 Doncaster Drive in Austin (TX),Public Assist,Normal,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Orange Tabby/White
A725899,Rusty,9/15/2017 14:21,9/15/2017 14:21,3300 Laguna Dr in Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Yorkshire Terrier Mix,Black/Brown
A758390,,9/15/2017 15:02,9/15/2017 15:02,11111 Crossland Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd Mix,Cream
A758391,Angelita,9/15/2017 15:45,9/15/2017 15:45,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 years,Rottweiler Mix,Black/Brown
A752038,Danger,9/15/2017 16:03,9/15/2017 16:03,9801 W Parmer in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Dachshund/Chihuahua Shorthair,Black/Tan
A758392,,9/15/2017 16:56,9/15/2017 16:56,5524 Bitterwood Drive in Austin (TX),Stray,Sick,Dog,Intact Male,6 months,Bluetick Hound Mix,Black/Brown
A758395,Smokey,9/15/2017 17:48,9/15/2017 17:48,Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White
A758397,Katy,9/15/2017 17:58,9/15/2017 17:58,Austin (TX),Owner Surrender,Normal,Other,Intact Female,5 months,Guinea Pig Mix,Brown/Black
A758398,*Azul,9/15/2017 18:15,9/15/2017 18:15,Runderg And Service Road Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby
A758399,Sir Bubby,9/16/2017 1:42,9/16/2017 1:42,810 Red River St in Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Border Terrier Mix,White
A758400,,9/16/2017 7:33,9/16/2017 7:33,Slaughter Ln in Austin (TX),Stray,Normal,Cat,Unknown,1 weeks,Domestic Medium Hair Mix,Calico
A738734,Hogan,9/16/2017 9:32,9/16/2017 9:32,South 1St St And Creekside Cir in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A758403,,9/16/2017 9:45,9/16/2017 9:45,Johnny Morris Rd And 969 in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Pit Bull Mix,Blue/White
A758402,,9/16/2017 9:53,9/16/2017 9:53,Calaveras Drive And Mariah Cove in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Skunk,Black/White
A758407,,9/16/2017 11:08,9/16/2017 11:08,9301 Hog Eye Rd in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby
A758405,,9/16/2017 11:10,9/16/2017 11:10,17205 Lessman in Travis (TX),Stray,Normal,Dog,Neutered Male,5 years,Basset Hound,White/Tan
A757897,Pandora,9/16/2017 11:22,9/16/2017 11:22,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,8 months,Labrador Retriever Mix,Black
A758406,Tina,9/16/2017 11:24,9/16/2017 11:24,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Pit Bull/Labrador Retriever,Brown
A758411,Chloe,9/16/2017 11:27,9/16/2017 11:27,Stassney And William Cannon Drive in Austin (TX),Stray,Injured,Dog,Spayed Female,7 months,Chihuahua Shorthair/Rat Terrier,Black/Tan
A722683,Loki,9/16/2017 11:50,9/16/2017 11:50,8705 Dulcet Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,11 years,Domestic Longhair Mix,Brown Tabby
A758410,Max,9/16/2017 12:01,9/16/2017 12:01,2200 Lou John in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Lhasa Apso Mix,White/Black
A713381,,9/16/2017 12:19,9/16/2017 12:19,3704 Speedway in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A758414,Fossil,9/16/2017 12:41,9/16/2017 12:41,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby/White
